sound{ id = "monster_hurt", description = "monster_hurt" }
sound{ id = "octorok", description = "octorok" }
sound{ id = "ok", description = "ok" }
sound{ id = "pause_closed", description = "pause_closed" }
sound{ id = "pause_open", description = "pause_open" }
sound{ id = "picked_item", description = "picked_item" }
sound{ id = "picked_rupee", description = "picked_rupee" }
sound{ id = "picked_small_key", description = "picked_small_key" }
sound{ id = "piece_of_heart", description = "piece_of_heart" }
sound{ id = "running", description = "running" }
sound{ id = "running_obstacle", description = "running_obstacle" }
sound{ id = "rupee_counter", description = "rupee_counter" }
sound{ id = "rupee_counter_end", description = "rupee_counter_end" }
sound{ id = "secret", description = "secret" }
sound{ id = "shield", description = "shield" }
sound{ id = "splash", description = "splash" }
sound{ id = "stairs_down_end", description = "stairs_down_end" }
sound{ id = "stairs_down_start", description = "stairs_down_start" }
sound{ id = "stairs_up_end", description = "stairs_up_end" }
sound{ id = "stairs_up_start", description = "stairs_up_start" }
sound{ id = "stone", description = "stone" }
sound{ id = "swim", description = "swim" }
sound{ id = "switch", description = "switch" }
sound{ id = "sword1", description = "sword1" }
sound{ id = "sword2", description = "sword2" }
sound{ id = "sword3", description = "sword3" }
sound{ id = "sword4", description = "sword4" }
sound{ id = "sword_spin_attack_load", description = "sword_spin_attack_load" }
sound{ id = "sword_spin_attack_release", description = "sword_spin_attack_release" }
sound{ id = "sword_tapping", description = "sword_tapping" }
sound{ id = "sword_tapping_weak_wall", description = "sword_tapping_weak_wall" }
sound{ id = "throw", description = "throw" }
sound{ id = "timer", description = "timer" }
sound{ id = "timer_hurry", description = "timer_hurry" }
sound{ id = "treasure", description = "treasure" }
sound{ id = "victory", description = "victory" }
sound{ id = "walk_on_grass", description = "walk_on_grass" }
sound{ id = "walk_on_water", description = "walk_on_water" }
sound{ id = "warp", description = "warp" }
sound{ id = "water_drain", description = "water_drain" }
sound{ id = "water_drain_begin", description = "water_drain_begin" }
sound{ id = "water_fill", description = "water_fill" }
sound{ id = "water_fill_begin", description = "water_fill_begin" }
sound{ id = "world_warp", description = "world_warp" }
sound{ id = "wrong", description = "wrong" }
sound{ id = "zora", description = "zora" }

item{ id = "arrow", description = "arrow" }
item{ id = "big key", description = "Big Key" }
item{ id = "big_key", description = "big_key" }
item{ id = "blue_potion", description = "blue_potion" }
item{ id = "bomb", description = "bomb" }
item{ id = "bomb_bag", description = "bomb_bag" }
item{ id = "bombs_counter", description = "bombs_counter" }
item{ id = "boomerang", description = "Boomerang" }
item{ id = "bottle", description = "Bottle" }
item{ id = "bottle_1", description = "bottle_1" }
item{ id = "bottle_2", description = "bottle_2" }
item{ id = "bottle_3", description = "bottle_3" }
item{ id = "bottle_4", description = "bottle_4" }
item{ id = "bow", description = "bow" }
item{ id = "compass", description = "compass" }
item{ id = "fairy", description = "fairy" }
item{ id = "fire_stone", description = "fire_stone" }
item{ id = "fire_stones_counter", description = "fire_stones_counter" }
item{ id = "flippers", description = "Flippers" }
item{ id = "glove", description = "glove" }
item{ id = "green_potion", description = "green_potion" }
item{ id = "heart", description = "Heart" }
item{ id = "heart_container", description = "heart_container" }
item{ id = "hookshot", description = "hookshot" }
item{ id = "lamp", description = "lamp" }
item{ id = "magic_cape", description = "magic_cape" }
item{ id = "magic_flask", description = "magic_flask" }
item{ id = "map", description = "map" }
item{ id = "pegasus_shoes", description = "pegasus_shoes" }
item{ id = "piece_of_heart", description = "piece_of_heart" }
item{ id = "quiver", description = "quiver" }
item{ id = "random", description = "random" }
item{ id = "red_potion", description = "red_potion" }
item{ id = "rupee", description = "Rupee" }
item{ id = "rupee_bag", description = "rupee_bag" }
item{ id = "shield", description = "Shield" }
item{ id = "shield2", description = "shield2" }
item{ id = "small_key", description = "small_key" }
item{ id = "sword", description = "Sword" }
item{ id = "tunic", description = "tunic" }

enemy{ id = "agahnim_lightning", description = "agahnim_lightning" }
enemy{ id = "blue_hardhat_beetle", description = "blue_hardhat_beetle" }
enemy{ id = "bubble", description = "bubble" }
enemy{ id = "chasupa", description = "chasupa" }
enemy{ id = "crow", description = "crow" }
enemy{ id = "fireball_purple_small", description = "fireball_purple_small" }
enemy{ id = "fireball_red_big", description = "fireball_red_big" }
enemy{ id = "fireball_red_small", description = "fireball_red_small" }
enemy{ id = "fireball_simple", description = "fireball_simple" }
enemy{ id = "geldman", description = "geldman" }
enemy{ id = "gibdo", description = "gibdo" }
enemy{ id = "goriya_green", description = "goriya_green" }
enemy{ id = "helmasaur_king", description = "helmasaur_king" }
enemy{ id = "hinox", description = "hinox" }
enemy{ id = "keese", description = "keese" }
enemy{ id = "leever", description = "leever" }
enemy{ id = "moblin", description = "moblin" }
enemy{ id = "moby", description = "moby" }
enemy{ id = "octorok", description = "octorok" }
enemy{ id = "octorok_stone", description = "octorok_stone" }
enemy{ id = "pike_auto", description = "pike_auto" }
enemy{ id = "popo", description = "popo" }
enemy{ id = "rolling_spike_trap", description = "rolling_spike_trap" }
enemy{ id = "rope", description = "rope" }
enemy{ id = "sand_crab", description = "sand_crab" }
enemy{ id = "stalfos_blue", description = "stalfos_blue" }
enemy{ id = "stalfos_knight", description = "stalfos_knight" }
enemy{ id = "sword_soldier_blue", description = "sword_soldier_blue" }
enemy{ id = "taros_blue", description = "taros_blue" }
enemy{ id = "taros_green", description = "taros_green" }
enemy{ id = "taros_red", description = "taros_red" }
enemy{ id = "tektite_blue", description = "tektite_blue" }
enemy{ id = "tektite_red", description = "tektite_red" }
enemy{ id = "vire", description = "vire" }
enemy{ id = "vulture", description = "vulture" }
enemy{ id = "wallmaster", description = "wallmaster" }
enemy{ id = "wizzrobe_beam", description = "wizzrobe_beam" }
enemy{ id = "wizzrobe_white", description = "wizzrobe_white" }
enemy{ id = "zol_green", description = "zol_green" }
enemy{ id = "zora_land", description = "zora_land" }
enemy{ id = "zora_water", description = "zora_water" }


language{ id = "en", description = "English" }

font{ id = "Sheikah", description = "Sheikah" }
font{ id = "alttp", description = "alttp" }
font{ id = "green_digits", description = "Green digits" }
font{ id = "white_digits", description = "White digits" }


